Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Product ID,Product Name
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,83.92,5,0.2,29.372,OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,14.624,2,0.2,5.1184,OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,136.99,1,0.0,36.9873,TEC-PH-10000576,AT&T 1080 Corded phone
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,3.15,1,0.0,1.512,OFF-LA-10001317,Avery 520
Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Paper,9.11,1,0.0,4.0995,OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7"""
Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Storage,571.44,4,0.0,165.7176,OFF-ST-10003306,Letter Size Cart
Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Paper,32.4,5,0.0,15.552,OFF-PA-10004983,Xerox 23
Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Storage,16.91,1,0.0,4.5657,OFF-ST-10001291,"Tenex Personal Self-Stacking Standard File Box, Black/Gray"
Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,14.272,8,0.2,4.2816,FUR-FU-10002107,Eldon Pizzaz Desk Accessories
Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Bookcases,451.136,4,0.2,-67.6704,FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish"
Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Appliances,64.864,4,0.2,6.4864,OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector
First Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Chairs,217.584,2,0.2,-29.9178,FUR-CH-10001190,Global Deluxe High-Back Office Chair in Storm
First Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Accessories,82.95,5,0.0,29.0325,TEC-AC-10000682,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse
First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Labels,87.71,7,0.0,41.2237,OFF-LA-10004545,Avery 50
First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,1101.48,4,0.0,429.5772,OFF-AP-10003057,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room
Second Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Tables,1322.352,3,0.2,-99.1764,FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Art,5.46,3,0.0,1.4742,OFF-AR-10002833,Newell 322
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Supplies,11.184,1,0.2,0.8388,OFF-SU-10002557,Fiskars Spring-Action Scissors
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,153.584,2,0.2,-32.6366,OFF-ST-10003656,Safco Industrial Wire Shelving
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,1003.62,6,0.0,0.0,OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Phones,35.168,4,0.2,11.4296,TEC-PH-10000912,Anker 24W Portable Micro USB Car Charger
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Tables,1137.75,5,0.0,250.305,FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal"
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Binders,99.68,5,0.2,32.396,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,5.56,2,0.0,1.4456,OFF-AR-10003856,Newell 344
Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Storage,85.52,2,0.0,22.2352,OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame"
Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,9.84,3,0.0,2.6568,OFF-AR-10001473,Newell 313
Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Paper,20.04,3,0.0,9.6192,OFF-PA-10004285,Xerox 1959
Second Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,631.96,4,0.0,303.3408,TEC-PH-10001835,Jawbone JAMBOX Wireless Bluetooth Speaker
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,23.92,4,0.0,10.764,OFF-PA-10002245,Xerox 1895
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,90.24,6,0.0,41.5104,OFF-PA-10001457,White GlueTop Scratch Pads
Standard Class,Consumer,United States,Jamestown,New York,14701,East,Technology,Phones,4548.81,7,0.0,1228.1787,TEC-PH-10002885,Apple iPhone 5
Second Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Tables,300.93,5,0.3,-34.392,FUR-TA-10004086,KI Adjustable-Height Table
Second Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Phones,719.96,5,0.2,53.997,TEC-PH-10000895,Polycom VVX 310 VoIP phone
Standard Class,Consumer,United States,Mishawaka,Indiana,46544,Central,Furniture,Chairs,647.84,8,0.0,32.392,FUR-CH-10000225,"Global Geo Office Task Chair, Gray"
Standard Class,Home Office,United States,San Diego,California,92037,West,Office Supplies,Storage,64.17,3,0.0,18.6093,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black"
Standard Class,Home Office,United States,San Diego,California,92037,West,Office Supplies,Envelopes,124.46,2,0.0,58.4962,OFF-EN-10000056,Cameo Buff Policy Envelopes
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,9.584,1,0.2,3.3544,OFF-BI-10004817,GBC Personal VeloBind Strips
First Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Envelopes,37.608,3,0.2,12.6927,OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2"
First Class,Corporate,United States,Skokie,Illinois,60076,Central,Office Supplies,Paper,12.224,2,0.2,4.4312,OFF-PA-10001892,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4"
First Class,Corporate,United States,Skokie,Illinois,60076,Central,Office Supplies,Binders,2.304,4,0.8,-3.5712,OFF-BI-10000546,Avery Durable Binders
First Class,Corporate,United States,Skokie,Illinois,60076,Central,Office Supplies,Binders,9.36,4,0.8,-16.38,OFF-BI-10001294,Fellowes Binding Cases
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,7.38,2,0.0,3.4686,OFF-LA-10000248,Avery 52
Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,53.72,4,0.0,15.0416,OFF-ST-10001228,"Fellowes Personal Hanging Folder Files, Navy"
Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Supplies,8187.65,5,0.0,327.506,OFF-SU-10000151,High Speed Automatic Electric Letter Opener
Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,77.92,8,0.0,34.2848,FUR-FU-10004351,Staple-based wall hangings
Same Day,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,32.784,4,0.8,-85.2384,OFF-AP-10001293,Belkin 8 Outlet Surge Protector
Standard Class,Corporate,United States,Los Angeles,California,90045,West,Technology,Phones,196.776,3,0.2,14.7582,TEC-PH-10000675,Panasonic KX TS3282B Corded phone
Standard Class,Corporate,United States,Los Angeles,California,90045,West,Technology,Accessories,479.94,6,0.0,52.7934,TEC-AC-10000580,Logitech G13 Programmable Gameboard with LCD Display
Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Storage,1117.92,4,0.0,55.896,OFF-ST-10003470,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units"
First Class,Consumer,United States,Monroe,Louisiana,71203,South,Technology,Accessories,106.5,6,0.0,41.535,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,45.66,5,0.7,-33.484,OFF-BI-10002429,"Premier Elliptical Ring Binder, Black"
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Accessories,95.968,4,0.2,1.1996,TEC-AC-10003280,Belkin F8E887 USB Wired Ergonomic Keyboard
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,47.992,2,0.3,-2.0568,FUR-CH-10004540,Global Chrome Stack Chair
Standard Class,Consumer,United States,Bowling Green,Ohio,43402,East,Office Supplies,Storage,264.32,2,0.2,19.824,OFF-ST-10000585,Economy Rollaway Files
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Envelopes,604.656,9,0.2,204.0714,OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers
Standard Class,Corporate,United States,Westfield,New Jersey,7090,East,Furniture,Furnishings,129.93,3,0.0,12.993,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets
Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Labels,20.16,7,0.0,9.8784,OFF-LA-10004559,Avery 49
Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Labels,29.46,6,0.0,14.4354,OFF-LA-10003223,Avery 508
Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Appliances,868.59,3,0.0,251.8911,OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup
Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Paper,12.96,2,0.0,6.2208,OFF-PA-10003177,Xerox 1999
Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Phones,5.5,1,0.0,1.375,TEC-PH-10003442,Samsung Replacement EH64AVFWE Premium Headset
Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Binders,121.6,4,0.0,55.936,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,42.048,9,0.2,5.256,OFF-AR-10004078,Newell 312
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Accessories,25.488,2,0.2,4.4604,TEC-AC-10002550,Maxell 4.7GB DVD-RW 3/Pack
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,6.9,3,0.8,-12.075,OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,9.648,6,0.8,-16.884,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg"
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,7.968,2,0.2,2.8884,OFF-PA-10001526,Xerox 1949
Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,Office Supplies,Paper,10.368,2,0.2,3.6288,OFF-PA-10000788,Xerox 210
Standard Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,114.2,5,0.0,52.532,OFF-PA-10000595,Xerox 1929
Standard Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,17.96,4,0.0,8.2616,OFF-BI-10000829,Avery Non-Stick Binders
Standard Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Fasteners,12.67,7,0.0,4.5612,OFF-FA-10002676,Colored Push Pins
Standard Class,Corporate,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,339.96,4,0.0,122.3856,TEC-AC-10000844,Logitech Gaming G510s - Keyboard
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,1801.632,6,0.2,-337.806,OFF-ST-10004459,Tennsco Single-Tier Lockers
First Class,Corporate,United States,La Quinta,California,92253,West,Technology,Accessories,46.32,4,0.0,18.0648,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Chairs,181.986,2,0.3,-54.5958,FUR-CH-10000513,High-Back Leather Manager's Chair
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Phones,431.976,4,0.4,-100.7944,TEC-PH-10000895,Polycom VVX 310 VoIP phone
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Phones,155.37,1,0.4,-36.253,TEC-PH-10002555,Nortel Meridian M5316 Digital phone
Same Day,Corporate,United States,San Francisco,California,94122,West,Furniture,Chairs,1348.704,6,0.2,-219.1644,FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs
Same Day,Corporate,United States,San Francisco,California,94122,West,Furniture,Chairs,700.152,3,0.2,78.7671,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs
Standard Class,Corporate,United States,Scottsdale,Arizona,85254,West,Furniture,Furnishings,111.888,7,0.2,22.3776,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,143.952,3,0.2,14.3952,OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector
Standard Class,Home Office,United States,Malden,Massachusetts,2148,East,Furniture,Bookcases,173.94,3,0.0,13.9152,FUR-BO-10003450,"Bush Westfield Collection Bookcases, Dark Cherry Finish"
Standard Class,Home Office,United States,Malden,Massachusetts,2148,East,Office Supplies,Labels,14.76,4,0.0,6.9372,OFF-LA-10000248,Avery 52
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Storage,205.92,4,0.0,2.0592,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black"
Standard Class,Consumer,United States,San Jose,California,95123,West,Furniture,Bookcases,102.833,1,0.15,-6.049,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Art,2.304,1,0.2,0.2592,OFF-AR-10002255,Newell 346
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,1879.96,5,0.2,211.4955,TEC-PH-10002624,Samsung Galaxy S4 Mini
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,313.024,8,0.2,105.6456,OFF-PA-10001878,Xerox 1891
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Labels,5.04,2,0.2,1.764,OFF-LA-10000452,Avery 488
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,821.88,6,0.0,213.6888,FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray"
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,21.96,2,0.0,10.7604,OFF-BI-10000088,GBC Imprintable Covers
Standard Class,Home Office,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,25.92,4,0.0,12.4416,OFF-PA-10000029,Xerox 224
Standard Class,Consumer,United States,Tallahassee,Florida,32303,South,Technology,Phones,705.544,7,0.2,70.5544,TEC-PH-10000369,HTC One Mini
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,50.0,2,0.0,12.0,TEC-AC-10001590,Dell Slim USB Multimedia Keyboard
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Furnishings,51.712,8,0.6,-32.32,FUR-FU-10004909,Contemporary Wood/Metal Frame
Standard Class,Corporate,United States,Coral Springs,Florida,33065,South,Office Supplies,Appliances,6.992,2,0.2,0.5244,OFF-AP-10002287,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags"
Standard Class,Consumer,United States,Orem,Utah,84057,West,Furniture,Bookcases,1406.86,7,0.0,140.686,FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases
Standard Class,Consumer,United States,Orem,Utah,84057,West,Office Supplies,Labels,15.75,5,0.0,7.56,OFF-LA-10003766,Self-Adhesive Removable Labels
Standard Class,Consumer,United States,Orem,Utah,84057,West,Office Supplies,Storage,323.1,2,0.0,61.389,OFF-ST-10000046,Fellowes Super Stor/Drawer Files
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Labels,9.216,4,0.2,3.3408,OFF-LA-10003190,Avery 474
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,10.368,2,0.2,3.6288,OFF-PA-10002787,Xerox 227
Second Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,15.02,1,0.0,2.7036,TEC-AC-10000387,KeyTronic KT800P2 - Keyboard - Black
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,33.82,2,0.0,9.1314,OFF-ST-10001291,"Tenex Personal Self-Stacking Standard File Box, Black/Gray"
First Class,Consumer,United States,Bowling Green,Kentucky,42104,South,Technology,Accessories,71.0,4,0.0,27.69,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB
Second Class,Consumer,United States,Bellingham,Washington,98226,West,Office Supplies,Binders,25.12,5,0.2,7.85,OFF-BI-10001308,GBC Standard Plastic Binding Systems' Combs
Second Class,Consumer,United States,Bellingham,Washington,98226,West,Furniture,Tables,2665.62,9,0.0,239.9058,FUR-TA-10003954,Hon 94000 Series Round Tables
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,478.08,8,0.0,133.8624,OFF-ST-10003282,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers"
Same Day,Corporate,United States,Newark,Ohio,43055,East,Technology,Phones,164.388,2,0.4,-35.6174,TEC-PH-10000576,AT&T 1080 Corded phone
Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Art,13.248,4,0.2,3.6432,OFF-AR-10004441,BIC Brite Liner Highlighters
Standard Class,Home Office,United States,Woodstock,Illinois,60098,Central,Office Supplies,Art,2.912,2,0.2,0.91,OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack"
Second Class,Consumer,United States,Carrollton,Texas,75007,Central,Technology,Accessories,1399.944,7,0.2,52.4979,TEC-AC-10004145,Logitech diNovo Edge Keyboard
